(112.4, 1.0, -19.6) 
(105.8, 1.0, -46.1) 
(107.1, 1.0, -50.5) 
(110.4, 1.0, -23.5) 
(79.7, 1.0, -83.9) 
(105.6, 1.0, -45.1) 
(136.5, 1.0, -28.5) 
(119.3, 1.0, -20.8) 
(98.4, 1.0, -30.6) 
(118.6, 1.0, -20.1) 
(81.3, 1.0, -34.3) 
(97.8, 1.0, -48.0) 
(102.3, 1.0, -43.1) 
(110.8, 1.0, -27.9) 
(101.6, 1.0, -48.6) 
(116.6, 1.0, -19.7) 
(120.7, 1.0, -19.6) 
(102.0, 1.0, -49.7) 
